Compressive strength of cementfce(MPa),Tensile strength of cementfct(MPa),Curing age (day),Dmax of Crushed stone(mm),Stone powder content in Sand (%),Fineness modulus of sand ,W/B,Water to cement ratio mw/mc,Water(kg/m3),Sand ratio(%),"Compressive strengthfcu,t(MPa)","Splitting tensile strengthfst,t(MPa)"
62.4,8.4,28.0,52.0,11.2,2.44,0.45,0.64,87.0,26.0,22.3,1.56
62.4,8.4,28.0,52.0,11.2,2.44,0.5,0.83,87.0,28.0,23.5,1.73
62.4,8.4,28.0,88.0,11.2,2.44,0.5,0.83,87.0,27.0,18.0,1.46
62.4,8.4,28.0,40.0,13.0,2.68,0.5,0.83,89.0,36.0,23.6,2.04
62.4,8.4,28.0,40.0,13.0,2.68,0.5,1.0,88.0,36.0,21.5,1.8
62.4,8.4,28.0,40.0,13.0,2.68,0.5,1.11,88.0,36.0,19.9,1.62
62.4,8.4,28.0,40.0,11.2,2.44,0.5,0.83,103.0,36.0,21.6,1.96
62.4,8.4,28.0,40.0,11.2,2.44,0.5,1.0,102.0,36.0,20.0,1.69
62.4,8.4,28.0,40.0,11.2,2.44,0.5,1.11,102.0,36.0,18.5,1.53
62.4,8.4,90.0,40.0,13.0,2.68,0.5,0.83,89.0,36.0,32.8,2.2
62.4,8.4,90.0,40.0,13.0,2.68,0.5,1.0,88.0,36.0,28.0,2.12
62.4,8.4,90.0,40.0,13.0,2.68,0.5,1.11,88.0,36.0,25.5,2.1
62.4,8.4,90.0,40.0,11.2,2.44,0.5,0.83,103.0,36.0,29.8,2.52
62.4,8.4,90.0,40.0,11.2,2.44,0.5,1.0,102.0,36.0,27.8,2.18
62.4,8.4,90.0,40.0,11.2,2.44,0.5,1.11,102.0,36.0,26.9,1.95
52.9,8.4,28.0,80.0,10.8,2.42,0.45,0.64,98.0,30.0,28.8,1.71
54.8,8.4,28.0,80.0,12.4,2.57,0.45,0.64,95.0,31.0,30.6,1.99
62.4,8.4,28.0,120.0,10.8,2.42,0.55,0.92,88.0,27.0,14.7,1.1
62.4,8.4,28.0,120.0,12.4,2.57,0.55,0.92,85.0,28.0,20.2,1.43
52.9,8.4,90.0,80.0,10.8,2.42,0.45,0.64,98.0,30.0,41.3,2.33
54.8,8.4,90.0,80.0,12.4,2.57,0.45,0.64,95.0,31.0,44.0,3.0
62.4,8.4,90.0,120.0,10.8,2.42,0.55,0.92,88.0,27.0,24.8,1.8
62.4,8.4,90.0,120.0,12.4,2.57,0.55,0.92,85.0,28.0,30.9,2.26
62.4,8.4,7.0,40.0,11.9,2.86,0.5,0.83,88.0,30.6,15.5,0.79
62.4,8.4,7.0,40.0,11.9,2.86,0.5,1.0,88.0,30.6,11.9,0.72
62.4,8.4,7.0,40.0,11.9,2.86,0.5,1.11,88.0,30.6,9.3,0.61
62.4,8.4,7.0,40.0,11.9,2.86,0.5,1.11,88.0,30.6,7.5,0.6
62.4,8.4,7.0,40.0,11.9,2.86,0.5,1.25,88.0,30.6,7.8,0.47
62.4,8.4,7.0,40.0,11.9,2.86,0.5,1.43,88.0,30.6,5.8,0.46
62.4,8.4,7.0,40.0,6.1,2.92,0.5,0.83,102.0,36.0,11.6,0.9
62.4,8.4,7.0,40.0,6.1,2.92,0.5,1.0,102.0,36.0,9.2,0.72
62.4,8.4,7.0,40.0,6.1,2.92,0.5,1.11,102.0,36.0,7.8,0.65
62.4,8.4,7.0,60.0,11.9,2.86,0.5,0.83,75.0,28.8,14.0,1.18
62.4,8.4,7.0,60.0,11.9,2.86,0.5,1.0,75.0,28.8,12.5,0.84
62.4,8.4,7.0,60.0,11.9,2.86,0.5,1.11,75.0,28.8,9.2,0.62
62.4,8.4,7.0,60.0,11.9,2.86,0.5,1.25,75.0,28.8,8.3,0.57
62.4,8.4,7.0,60.0,11.9,2.86,0.5,1.43,75.0,28.8,6.9,0.56
62.4,8.4,7.0,80.0,11.9,2.86,0.5,0.83,71.0,27.0,15.2,0.96
62.4,8.4,7.0,80.0,11.9,2.86,0.5,1.0,71.0,27.0,12.9,0.86
62.4,8.4,7.0,80.0,11.9,2.86,0.5,1.11,71.0,27.0,10.3,0.65
62.4,8.4,7.0,80.0,11.9,2.86,0.5,1.11,71.0,27.0,9.0,0.64
62.4,8.4,7.0,80.0,11.9,2.86,0.5,1.25,71.0,27.0,7.4,0.52
62.4,8.4,7.0,80.0,11.9,2.86,0.5,1.43,71.0,27.0,4.8,0.35
62.4,8.4,7.0,80.0,6.1,2.92,0.5,0.83,82.0,27.6,12.4,0.96
62.4,8.4,7.0,80.0,6.1,2.92,0.5,1.0,82.0,27.6,9.2,0.72
62.4,8.4,7.0,80.0,6.1,2.92,0.5,1.11,82.0,27.6,6.8,0.55
62.4,8.4,7.0,80.0,6.1,2.92,0.5,1.25,82.0,27.6,6.5,0.54
62.4,8.4,7.0,80.0,6.1,2.92,0.5,1.43,82.0,27.6,6.8,0.54
62.4,8.4,28.0,40.0,11.9,2.86,0.5,0.83,88.0,32.4,23.6,2.04
62.4,8.4,28.0,40.0,11.9,2.86,0.5,1.0,88.0,32.4,21.5,1.8
62.4,8.4,28.0,40.0,11.9,2.86,0.5,1.11,88.0,32.2,19.9,1.62
62.4,8.4,28.0,40.0,11.9,2.86,0.5,1.11,88.0,32.2,13.2,1.13
62.4,8.4,28.0,40.0,11.9,2.86,0.5,1.25,88.0,32.2,15.9,1.4
62.4,8.4,28.0,40.0,11.9,2.86,0.5,1.43,88.0,32.2,11.3,1.08
62.4,8.4,28.0,40.0,6.1,2.92,0.5,0.83,102.0,36.0,21.6,1.96
62.4,8.4,28.0,40.0,6.1,2.92,0.5,1.0,102.0,36.0,20.0,1.69
62.4,8.4,28.0,40.0,6.1,2.92,0.5,1.11,102.0,36.0,18.5,1.53
62.4,8.4,28.0,60.0,11.9,2.86,0.5,0.83,75.0,28.8,24.5,2.18
62.4,8.4,28.0,60.0,11.9,2.86,0.5,1.0,75.0,28.8,21.4,1.63
62.4,8.4,28.0,60.0,11.9,2.86,0.5,1.11,75.0,28.8,19.6,1.26
62.4,8.4,28.0,60.0,11.9,2.86,0.5,1.25,75.0,28.8,16.9,1.09
62.4,8.4,28.0,60.0,11.9,2.86,0.5,1.43,75.0,28.8,13.2,1.02
62.4,8.4,28.0,80.0,11.9,2.86,0.5,0.83,71.0,27.8,24.1,2.1
62.4,8.4,28.0,80.0,11.9,2.86,0.5,1.0,71.0,27.8,21.5,1.8
62.4,8.4,28.0,80.0,11.9,2.86,0.5,1.11,71.0,27.8,20.1,1.6
62.4,8.4,28.0,80.0,11.9,2.86,0.5,1.11,71.0,27.5,16.2,1.46
62.4,8.4,28.0,80.0,11.9,2.86,0.5,1.25,71.0,27.2,14.9,1.45
62.4,8.4,28.0,80.0,11.9,2.86,0.5,1.43,71.0,27.0,10.1,1.08
62.4,8.4,28.0,80.0,6.1,2.92,0.5,0.83,82.0,27.8,21.8,1.92
62.4,8.4,28.0,80.0,6.1,2.92,0.5,1.0,82.0,27.5,18.9,1.42
62.4,8.4,28.0,80.0,6.1,2.92,0.5,1.11,82.0,27.5,14.0,1.06
62.4,8.4,28.0,80.0,6.1,2.92,0.5,1.25,82.0,27.5,13.5,1.11
62.4,8.4,28.0,80.0,6.1,2.92,0.5,1.43,82.0,27.5,12.9,1.16
62.4,8.4,90.0,40.0,11.9,2.86,0.5,0.83,88.0,36.0,32.8,2.2
62.4,8.4,90.0,40.0,11.9,2.86,0.5,1.0,88.0,36.0,28.0,2.12
62.4,8.4,90.0,40.0,11.9,2.86,0.5,1.11,88.0,36.0,25.5,2.1
62.4,8.4,90.0,40.0,11.9,2.86,0.5,1.11,88.0,36.0,24.4,2.09
62.4,8.4,90.0,40.0,11.9,2.86,0.5,1.25,88.0,36.0,22.9,2.05
62.4,8.4,90.0,40.0,11.9,2.86,0.5,1.43,88.0,36.0,20.8,1.99
62.4,8.4,90.0,40.0,6.1,2.92,0.5,0.83,102.0,36.0,29.8,2.52
62.4,8.4,90.0,40.0,6.1,2.92,0.5,1.0,102.0,36.0,27.8,2.18
62.4,8.4,90.0,40.0,6.1,2.92,0.5,1.11,102.0,36.0,26.9,1.95
62.4,8.4,90.0,60.0,11.9,2.86,0.5,0.83,75.0,33.8,34.6,2.88
62.4,8.4,90.0,60.0,11.9,2.86,0.5,1.0,75.0,33.8,27.9,2.29
62.4,8.4,90.0,60.0,11.9,2.86,0.5,1.11,75.0,36.0,24.3,2.08
62.4,8.4,90.0,60.0,11.9,2.86,0.5,1.25,75.0,36.0,23.5,1.93
62.4,8.4,90.0,60.0,11.9,2.86,0.5,1.43,75.0,36.0,22.5,1.8
62.4,8.4,90.0,80.0,11.9,2.86,0.5,0.83,71.0,30.2,33.4,2.45
62.4,8.4,90.0,80.0,11.9,2.86,0.5,1.0,71.0,30.2,30.1,2.2
62.4,8.4,90.0,80.0,11.9,2.86,0.5,1.11,71.0,30.2,29.1,2.13
62.4,8.4,90.0,80.0,11.9,2.86,0.5,1.11,71.0,30.2,21.5,1.9
62.4,8.4,90.0,80.0,11.9,2.86,0.5,1.25,71.0,30.2,20.2,2.05
62.4,8.4,90.0,80.0,11.9,2.86,0.5,1.43,71.0,30.2,17.5,1.87
62.4,8.4,90.0,80.0,6.1,2.92,0.5,0.83,82.0,30.2,30.2,2.49
62.4,8.4,90.0,80.0,6.1,2.92,0.5,1.0,82.0,30.2,28.2,2.21
62.4,8.4,90.0,80.0,6.1,2.92,0.5,1.11,82.0,30.2,27.7,2.1
62.4,8.4,90.0,80.0,6.1,2.92,0.5,1.25,82.0,30.2,27.0,2.01
62.4,8.4,90.0,80.0,6.1,2.92,0.5,1.43,82.0,30.2,26.5,2.0
52.9,8.4,7.0,80.0,6.0,2.68,0.5,0.67,104.0,30.0,15.2,1.44
52.9,8.4,7.0,80.0,9.0,2.68,0.5,0.67,112.0,30.0,15.2,1.56
52.9,8.4,7.0,80.0,12.0,2.68,0.5,0.67,114.0,30.0,16.4,1.59
52.9,8.4,7.0,80.0,15.0,2.68,0.5,0.67,115.0,30.0,18.5,1.5
52.9,8.4,7.0,80.0,18.0,2.68,0.5,0.67,117.0,30.0,16.2,1.62
52.9,8.4,7.0,80.0,15.0,2.68,0.5,0.67,110.0,30.0,18.2,1.7
52.9,8.4,7.0,80.0,15.0,2.68,0.5,0.67,108.0,30.0,15.8,1.58
52.9,8.4,7.0,80.0,9.0,2.68,0.5,0.668,111.0,30.0,16.6,1.54
52.9,8.4,7.0,80.0,6.0,2.68,0.5,0.668,112.0,30.0,17.2,1.58
52.9,8.4,28.0,80.0,6.0,2.68,0.5,0.67,104.0,30.0,22.6,2.49
51.86,8.3,28.0,80.0,9.0,2.68,0.5,0.67,112.0,30.0,26.2,2.33
50.82000000000001,8.2,28.0,80.0,12.0,2.68,0.5,0.67,114.0,30.0,24.2,2.36
51.85999999999999,8.3,28.0,80.0,15.0,2.68,0.5,0.67,115.0,30.0,27.3,2.75
50.82,8.2,28.0,80.0,18.0,2.68,0.5,0.67,117.0,30.0,26.7,2.76
52.9,8.4,28.0,80.0,15.0,2.68,0.5,0.67,110.0,30.0,26.5,2.48
52.9,8.4,28.0,80.0,15.0,2.68,0.5,0.67,108.0,30.0,23.1,2.27
54.48,8.42,28.0,80.0,9.0,2.68,0.5,0.6679999999999999,111.0,30.0,28.2,2.97
54.48,8.419999999999998,28.0,80.0,6.0,2.68,0.5,0.6010000000000001,112.0,30.0,30.2,2.9
52.9,8.4,90.0,80.0,6.0,2.68,0.5,0.67,104.0,30.0,29.9,3.54
52.9,8.4,90.0,80.0,9.0,2.68,0.5,0.67,112.0,30.0,32.0,3.42
52.9,8.4,90.0,80.0,12.0,2.68,0.5,0.67,114.0,30.0,33.0,3.18
52.9,8.4,90.0,80.0,15.0,2.68,0.5,0.67,115.0,30.0,37.9,3.15
52.9,8.4,90.0,80.0,18.0,2.68,0.5,0.67,117.0,30.0,37.1,3.21
52.9,8.4,90.0,80.0,15.0,2.68,0.5,0.67,110.0,30.0,34.8,3.18
52.9,8.4,90.0,80.0,15.0,2.68,0.5,0.67,108.0,30.0,34.2,2.69
52.9,8.4,90.0,80.0,9.0,2.68,0.5,0.67,111.0,30.0,32.6,3.14
52.9,8.4,90.0,80.0,6.0,2.68,0.5,0.6679999999999999,112.0,30.0,39.6,3.11
52.9,8.4,7.0,80.0,15.0,2.8,0.5,0.67,104.0,30.0,20.4,1.61
52.9,8.4,7.0,80.0,15.0,2.8,0.5,0.67,108.0,30.0,19.9,1.57
52.9,8.4,7.0,80.0,15.0,2.8,0.5,0.67,110.0,30.0,19.2,1.53
52.9,8.4,7.0,80.0,15.0,2.8,0.5,0.67,114.0,30.0,18.4,1.5
52.9,8.4,7.0,80.0,15.0,2.8,0.5,0.67,115.0,30.0,18.4,1.5
52.9,8.4,28.0,80.0,15.0,2.8,0.5,0.67,104.0,30.0,29.7,3.04
52.9,8.4,28.0,80.0,15.0,2.8,0.5,0.67,108.0,30.0,29.7,3.02
52.9,8.4,28.0,80.0,15.0,2.8,0.5,0.67,110.0,30.0,28.5,2.91
52.9,8.4,28.0,80.0,15.0,2.8,0.5,0.67,114.0,30.0,27.4,2.84
52.9,8.4,28.0,80.0,15.0,2.8,0.5,0.67,115.0,30.0,27.1,2.75
52.9,8.4,90.0,80.0,15.0,2.8,0.5,0.67,104.0,30.0,40.9,3.43
52.9,8.4,90.0,80.0,15.0,2.8,0.5,0.67,108.0,30.0,40.2,3.37
52.9,8.4,90.0,80.0,15.0,2.8,0.5,0.67,110.0,30.0,39.4,3.26
52.9,8.4,90.0,80.0,15.0,2.8,0.5,0.67,114.0,30.0,38.3,3.19
52.9,8.4,90.0,80.0,15.0,2.8,0.5,0.67,115.0,30.0,37.5,3.15
39.42,8.904,7.0,12.0,19.2,2.88,0.37,0.65,178.75,53.0,26.56,1.92
39.42,8.6,28.0,12.0,19.2,2.9099999999999997,0.37,0.65,178.75,53.0,33.12,2.34
39.42,8.181999999999999,90.0,12.0,19.2,2.9899999999999998,0.37,0.65,178.75,53.0,39.94,3.32
39.42,8.924000000000001,7.0,12.0,19.2,2.914,0.34,0.55,178.75,53.0,32.17,2.67
39.42,8.902,28.0,12.0,19.2,2.8819999999999997,0.34,0.55,178.75,53.0,40.49,3.03
39.42,8.181999999999999,90.0,12.0,19.2,2.9899999999999998,0.34,0.55,178.75,53.0,49.7,3.68
48.07,8.644,7.0,12.0,19.2,2.9939999999999998,0.34,0.55,178.75,53.0,43.15,2.9
48.07,9.004000000000001,28.0,12.0,19.2,3.0879999999999996,0.34,0.55,178.75,53.0,49.26,3.12
48.07,8.181999999999999,90.0,12.0,19.2,2.876,0.34,0.55,178.75,53.0,63.7,4.1
48.07,8.524000000000001,7.0,12.0,19.2,3.2,0.31,0.45,180.0,53.0,55.85,3.85
48.07,9.062000000000001,28.0,12.0,19.2,3.1399999999999997,0.31,0.45,180.0,53.0,63.72,3.86
48.07,8.181999999999999,90.0,12.0,19.2,2.9899999999999998,0.31,0.45,180.0,53.0,79.17,4.19
39.42,9.001999999999999,7.0,12.0,19.2,2.94,0.4,0.65,178.75,54.0,28.0,2.22
39.42,8.6,28.0,12.0,19.2,2.9099999999999997,0.4,0.65,178.75,54.0,35.47,3.34
39.42,8.181999999999999,90.0,12.0,19.2,2.9899999999999998,0.4,0.65,178.75,54.0,44.25,3.47
39.42,8.924,7.0,12.0,19.2,2.9139999999999997,0.36,0.55,178.75,54.0,33.42,2.31
39.42,8.902,28.0,12.0,19.2,2.8819999999999997,0.36,0.55,178.75,54.0,41.43,3.52
39.42,8.181999999999999,90.0,12.0,19.2,2.9899999999999998,0.36,0.55,178.75,54.0,52.35,3.98
48.07,8.644,7.0,12.0,19.2,2.9939999999999998,0.36,0.55,178.75,54.0,42.97,3.61
48.07,9.004000000000001,28.0,12.0,19.2,2.7620000000000005,0.36,0.55,178.75,54.0,46.85,4.25
48.07,8.181999999999999,90.0,12.0,19.2,2.876,0.36,0.55,178.75,54.0,60.65,4.59
48.07,8.546000000000001,7.0,12.0,19.2,3.1,0.32,0.45,180.0,54.0,47.71,3.75
48.07,9.062000000000001,28.0,12.0,19.2,3.1399999999999997,0.32,0.45,180.0,54.0,65.37,4.69
48.07,8.181999999999999,90.0,12.0,19.2,2.876,0.32,0.45,180.0,54.0,73.7,4.76
